vehicle_id,driver_id,make,model,year,license_plate,color,is_active
1543,5217,Nissan,Altima,2016,IZ884,Red,True
1544,5222,Toyota,RAV4,2018,OO273,Silver,False
1545,5225,Hyundai,Elantra,2026,SK471,Black,True
1546,5227,Nissan,Rogue,2022,WI164,Black,True
1547,5232,Tesla,Model 3,2015,CU242,Red,True
1548,5233,Ford,Escape,2026,ZO875,White,True
1549,5237,Toyota,Camry,2026,NP699,Silver,True
1550,5239,Nissan,Sentra,2022,KK411,Silver,False
1551,5254,Hyundai,Elantra,2024,GS731,Black,True
1552,5256,Ford,Fusion,2018,QC229,Blue,True
1553,5257,Nissan,Rogue,2019,RR128,Red,False
1554,5258,Hyundai,Sonata,2026,TV591,Silver,True
1555,5261,Tesla,Model Y,2017,BO390,Blue,True
1556,5263,Honda,Civic,2025,XG895,Red,True
1557,5268,Ford,Focus,2021,OQ987,Silver,True
1558,5270,Toyota,Camry,2019,CL830,Red,True
1559,5271,Toyota,Camry,2016,SC401,White,True
1560,5273,Hyundai,Elantra,2025,KP515,Silver,True
1561,5278,Nissan,Altima,2024,TB923,Black,True
1562,5280,Nissan,Rogue,2018,RS679,Silver,False
1563,5281,Toyota,RAV4,2022,JL799,Grey,True
1564,5284,Honda,Civic,2026,QT391,Grey,True
1565,5287,Nissan,Rogue,2026,YW143,Blue,True
1566,5292,Nissan,Sentra,2016,UM951,Grey,True
1567,5296,Honda,Civic,2021,FM920,Grey,True
1568,5297,Hyundai,Tucson,2024,RG292,White,False
1569,5298,Toyota,RAV4,2025,QI572,Grey,True
1570,5305,Nissan,Sentra,2015,RQ777,Red,True
1571,5311,Toyota,Camry,2018,ON990,Red,True
1572,5314,Hyundai,Tucson,2022,GQ796,Black,True
1573,5315,Honda,CR-V,2020,AE912,Blue,True
1574,5322,Ford,Escape,2020,AV901,Blue,True
1575,5324,Nissan,Sentra,2024,PM171,Grey,True
1576,5326,Ford,Fusion,2022,CE899,Grey,True
1577,5328,Hyundai,Elantra,2024,HS706,Grey,True
1578,5330,Ford,Escape,2017,MV779,White,True
1579,5334,Ford,Focus,2015,DF247,White,True
1580,5344,Nissan,Altima,2016,DU737,Silver,True
1581,5345,Tesla,Model 3,2025,ZV715,Black,True
1582,5349,Tesla,Model Y,2022,TA885,White,True
1583,5353,Hyundai,Tucson,2024,UK347,Silver,True
1584,5354,Nissan,Sentra,2021,XC125,Grey,True
1585,5355,Honda,Civic,2017,RZ632,Blue,True
1586,5356,Ford,Escape,2019,RD879,Red,True
1587,5360,Honda,CR-V,2024,ES407,Blue,True
1588,5363,Tesla,Model 3,2023,UZ341,Silver,True
1589,5364,Nissan,Altima,2017,RQ856,Black,True
1590,5371,Nissan,Sentra,2026,UM749,Grey,False
1591,5373,Nissan,Altima,2019,UZ794,Silver,True
1592,5374,Tesla,Model Y,2024,YD603,White,True
1593,5375,Ford,Escape,2016,QY475,Grey,True
1594,5376,Tesla,Model Y,2018,EZ114,Grey,True
1595,5379,Toyota,RAV4,2020,AU567,Red,True
1596,5382,Honda,Accord,2019,PA896,Grey,True
1597,5384,Tesla,Model 3,2016,MM687,Black,False
1598,5392,Honda,Civic,2026,WY106,Silver,True
1599,5401,Toyota,Camry,2022,TB755,White,True
1600,5402,Toyota,Corolla,2024,DB253,Blue,True
1601,5404,Ford,Fusion,2020,OS434,Black,True
1602,5409,Honda,Accord,2025,EH157,Black,True
1603,5410,Tesla,Model Y,2025,PY888,Grey,True
1604,5413,Nissan,Sentra,2017,ES915,White,True
1605,5414,Hyundai,Sonata,2021,RE539,Red,True
1606,5420,Honda,Civic,2022,MR268,Silver,True
1607,5422,Toyota,Camry,2019,TH319,Silver,True
1608,5425,Nissan,Altima,2017,HI675,Grey,True
1609,5426,Ford,Fusion,2021,WQ458,White,True
1610,5439,Honda,CR-V,2020,VN842,Red,True
1611,5440,Nissan,Rogue,2019,VJ411,Black,True
1612,5441,Hyundai,Sonata,2022,TO313,Blue,True
1613,5443,Hyundai,Tucson,2017,BH827,Silver,False
1614,5447,Ford,Focus,2023,WK462,Blue,False
1615,5448,Hyundai,Sonata,2024,BN527,Silver,True
1616,5457,Ford,Focus,2022,PK608,Grey,True
1617,5461,Toyota,RAV4,2020,OQ982,Black,True
1618,5462,Tesla,Model Y,2020,TN386,Black,True
1619,5463,Tesla,Model 3,2024,QZ420,White,True
1620,5465,Ford,Fusion,2022,XH615,Black,True
1621,5471,Honda,Accord,2021,GK368,Red,True
1622,5475,Ford,Escape,2026,LW968,Red,True
1623,5483,Ford,Focus,2021,OA506,Black,True
1624,5488,Nissan,Altima,2023,ZP325,Grey,True
1625,5492,Honda,CR-V,2015,OH480,Grey,True
1626,5494,Hyundai,Elantra,2022,XD881,Silver,True
1627,5500,Nissan,Rogue,2015,YF266,Grey,True
1628,5501,Honda,Accord,2016,ZV278,White,True
1629,5503,Honda,CR-V,2017,GD112,Red,True
1630,5506,Nissan,Altima,2026,KK371,Blue,False
1631,5508,Honda,Accord,2018,KU487,Silver,False
1632,5510,Toyota,Prius,2022,BV623,Silver,True
1633,5512,Hyundai,Tucson,2020,YK193,Grey,True
1634,5515,Nissan,Rogue,2019,OV436,Silver,True
1635,5518,Tesla,Model 3,2023,BL847,Silver,True
1636,5519,Nissan,Sentra,2023,EU439,Grey,True
1637,5520,Tesla,Model 3,2024,CQ543,Silver,True
1638,5522,Ford,Focus,2024,PT763,Grey,True
1639,5525,Honda,CR-V,2022,TV832,Grey,True
1640,5530,Toyota,Camry,2024,XH107,Grey,True
1641,5532,Tesla,Model 3,2025,QI608,Silver,True
1642,5537,Hyundai,Elantra,2016,WI884,Black,True
1643,5540,Tesla,Model Y,2018,IB344,Blue,True
1644,5543,Tesla,Model 3,2015,JL991,Silver,True
1645,5544,Ford,Focus,2020,QR869,Red,True
1646,5547,Nissan,Sentra,2025,GD733,Blue,True
1647,5550,Ford,Escape,2026,CJ128,Silver,True
1648,5554,Ford,Focus,2019,CJ312,Grey,False
1649,5555,Ford,Focus,2019,PB853,White,True
1650,5560,Nissan,Altima,2015,UW266,Grey,True
1651,5561,Ford,Escape,2023,DY997,White,True
1652,5563,Hyundai,Sonata,2024,EH377,Black,True
1653,5568,Tesla,Model Y,2020,UZ278,Silver,True
1654,5569,Ford,Fusion,2020,KB222,Black,True
1655,5573,Tesla,Model 3,2020,GM568,Blue,True
1656,5574,Toyota,RAV4,2024,RO948,Blue,True
1657,5575,Toyota,RAV4,2025,DK194,Blue,True
1658,5577,Toyota,Camry,2020,UY878,Black,True
1659,5581,Tesla,Model Y,2023,MY907,White,True
1660,5583,Tesla,Model Y,2020,RT895,Red,True
1661,5586,Tesla,Model 3,2022,CX596,Grey,True
1662,5591,Hyundai,Tucson,2017,BS734,White,True
1663,5593,Nissan,Sentra,2020,UO940,Blue,True
1664,5599,Nissan,Altima,2015,OT712,Blue,True
1665,5604,Tesla,Model 3,2021,OR609,Black,True
1666,5607,Honda,CR-V,2020,BE330,Black,True
1667,5611,Toyota,Prius,2024,HU474,Grey,True
1668,5615,Tesla,Model 3,2022,JZ442,White,True
1669,5618,Tesla,Model Y,2023,YU299,Silver,False
1670,5621,Nissan,Altima,2018,IL305,Blue,True
1671,5627,Tesla,Model Y,2026,NQ706,Black,True
1672,5633,Tesla,Model Y,2023,JI823,Blue,True
1673,5636,Toyota,Corolla,2025,NP744,Grey,True
1674,5637,Nissan,Sentra,2026,SZ222,White,True
1675,5645,Hyundai,Tucson,2025,JA433,White,True
1676,5647,Toyota,Prius,2017,YH340,Silver,True
1677,5650,Hyundai,Elantra,2022,YN785,Black,True
1678,5655,Tesla,Model Y,2024,XN890,Blue,True
1679,5656,Nissan,Rogue,2024,JA596,Grey,True
1680,5657,Tesla,Model 3,2025,CN296,White,True
1681,5659,Toyota,Camry,2015,GE285,Silver,True
1682,5662,Ford,Focus,2026,TK933,White,True
1683,5664,Toyota,RAV4,2023,PG627,Black,True
1684,5670,Ford,Focus,2022,YP461,Black,True
1685,5672,Toyota,Prius,2025,QV244,Silver,False
1686,5676,Tesla,Model 3,2026,GD115,Grey,True
1687,5680,Ford,Escape,2019,LS236,Black,True
1688,5689,Nissan,Sentra,2025,PL652,White,True
1689,5693,Toyota,Camry,2022,OW606,Grey,True
1690,5694,Ford,Escape,2015,FT329,Silver,True
1691,5696,Hyundai,Tucson,2020,WV274,Grey,True
1692,5699,Toyota,RAV4,2018,EV328,White,False
1693,5701,Tesla,Model 3,2021,OH338,Red,True
1694,5704,Honda,Civic,2025,DQ183,Silver,True
1695,5705,Tesla,Model Y,2021,MR731,Red,True
1696,5712,Ford,Fusion,2016,YX279,Black,True
1697,5717,Hyundai,Elantra,2015,GW749,Blue,True
1698,5719,Tesla,Model 3,2017,BE208,Silver,True
1699,5725,Nissan,Altima,2019,SC543,Grey,True
1700,5728,Ford,Focus,2018,KR936,Blue,True
1701,5729,Tesla,Model 3,2026,LW219,White,True
1702,5732,Ford,Escape,2016,VJ748,Black,True
1703,5734,Ford,Focus,2023,UF486,Grey,False
1704,5737,Tesla,Model Y,2024,HH127,White,True
1705,5738,Toyota,Prius,2024,FJ620,Red,True
1706,5739,Ford,Focus,2024,CM838,Silver,True
1707,5751,Hyundai,Elantra,2019,XL460,Blue,True
1708,5752,Nissan,Sentra,2022,CR395,Silver,True
1709,5753,Ford,Escape,2016,LU795,Blue,True
1710,5754,Hyundai,Elantra,2019,XI682,Red,True
1711,5758,Ford,Fusion,2016,RH433,Silver,True
1712,5760,Ford,Fusion,2020,SN810,Blue,True
1713,5762,Toyota,Prius,2020,ZM856,White,True
1714,5764,Nissan,Rogue,2023,AO874,Red,True
1715,5765,Hyundai,Sonata,2020,GJ488,Black,True
1716,5766,Tesla,Model 3,2019,JZ125,White,False
1717,5767,Hyundai,Tucson,2017,MP400,Black,True
1718,5773,Tesla,Model 3,2021,WI329,Grey,True
1719,5775,Hyundai,Sonata,2023,MF366,White,True
1720,5776,Hyundai,Sonata,2017,XD595,Grey,True
1721,5777,Hyundai,Tucson,2020,LX224,Silver,True
1722,5781,Honda,Accord,2017,US218,Silver,False
1723,5782,Toyota,Camry,2023,LR972,Grey,True
1724,5794,Toyota,Camry,2022,JU394,White,True
1725,5795,Hyundai,Elantra,2022,CU144,Silver,False
1726,5797,Tesla,Model Y,2018,PI453,Blue,True
1727,5803,Nissan,Sentra,2021,XT976,White,True
1728,5805,Tesla,Model Y,2018,DN566,White,False
1729,5806,Honda,Civic,2023,CO100,Silver,False
1730,5814,Honda,CR-V,2020,AK571,Silver,True
1731,5821,Tesla,Model 3,2018,AF525,White,False
1732,5831,Tesla,Model Y,2020,FC919,Black,True
1733,5839,Tesla,Model Y,2023,QV883,Red,True
1734,5842,Tesla,Model 3,2016,DM640,Black,True
1735,5846,Tesla,Model Y,2023,SR285,Black,True
1736,5849,Nissan,Rogue,2019,CU340,White,True
1737,5851,Toyota,RAV4,2018,JD361,White,True
1738,5863,Tesla,Model Y,2018,HZ447,Silver,True
1739,5870,Ford,Focus,2022,YJ793,Grey,True
1740,5873,Tesla,Model Y,2025,IV230,Black,True
1741,5874,Tesla,Model 3,2019,PM289,White,True
1742,5877,Honda,CR-V,2015,WB890,Black,True
1743,5882,Toyota,RAV4,2016,WS330,Blue,True
1744,5887,Honda,Accord,2018,IR763,Black,True
1745,5891,Nissan,Rogue,2017,GW609,Silver,True
1746,5899,Tesla,Model 3,2024,PZ959,Grey,True
1747,5901,Hyundai,Elantra,2016,OJ238,White,True
1748,5906,Tesla,Model Y,2016,AX714,Black,True
1749,5908,Toyota,Camry,2017,ES582,Silver,True
1750,5909,Tesla,Model Y,2015,ZX280,Blue,True
1751,5910,Tesla,Model 3,2017,ER464,Red,True
1752,5912,Toyota,RAV4,2023,MJ604,Red,True
1753,5913,Hyundai,Sonata,2015,VU466,Black,True
1754,5917,Toyota,Corolla,2019,HG481,Silver,False
1755,5919,Honda,Accord,2021,YA548,Black,True
1756,5922,Honda,Civic,2021,ZE199,White,True
1757,5923,Hyundai,Sonata,2015,NU194,Black,True
1758,5924,Hyundai,Sonata,2023,LX868,Silver,True
1759,5926,Ford,Escape,2022,AS699,Grey,True
1760,5928,Ford,Fusion,2016,XU754,Grey,True
1761,5929,Ford,Fusion,2016,SM614,Blue,True
1762,5931,Toyota,Camry,2017,WF209,Red,True
1763,5932,Tesla,Model 3,2021,DR296,White,False
1764,5933,Hyundai,Elantra,2016,GN438,Black,True
1765,5934,Nissan,Rogue,2026,MO132,White,False
1766,5935,Nissan,Sentra,2017,OD153,Blue,True
1767,5936,Hyundai,Elantra,2015,TX471,Blue,True
1768,5938,Nissan,Altima,2026,MN670,White,True
1769,5940,Honda,Civic,2017,NN689,Silver,True
1770,5941,Hyundai,Sonata,2026,CA936,Grey,True
1771,5942,Hyundai,Elantra,2016,EK931,Blue,True
1772,5943,Ford,Fusion,2024,XM462,Black,True
1773,5948,Ford,Escape,2026,HI463,Silver,True
1774,5953,Honda,Accord,2019,FZ263,Blue,True
1775,5959,Hyundai,Tucson,2017,BE965,White,True
1776,5960,Nissan,Altima,2016,ZE499,Blue,True
1777,5963,Hyundai,Tucson,2019,EV112,Silver,False
1778,5968,Ford,Escape,2017,WH874,Silver,True
1779,5969,Honda,CR-V,2020,IT144,Red,True
1780,5975,Ford,Escape,2019,SR475,Red,True
1781,5978,Toyota,RAV4,2018,BC378,Blue,True
1782,5990,Nissan,Altima,2026,GX140,Grey,True
1783,5993,Tesla,Model Y,2016,ON327,Black,True
1784,5995,Toyota,Prius,2020,RH489,White,True
1785,6002,Tesla,Model Y,2016,NP289,Black,True
1786,6003,Nissan,Rogue,2020,LT798,Silver,True
1787,6013,Ford,Escape,2020,XA195,Black,True
1788,6019,Ford,Escape,2025,DP960,Blue,True
1789,6021,Toyota,RAV4,2023,OT957,Black,True
1790,6023,Tesla,Model 3,2023,CK446,Grey,True
1791,6027,Ford,Focus,2018,EU760,Blue,True
1792,6028,Ford,Focus,2022,JI675,Silver,True
1793,6030,Hyundai,Tucson,2026,MD678,Blue,True
1794,6035,Ford,Focus,2017,IJ399,Grey,True
1795,6039,Toyota,Prius,2021,AT318,Red,True
1796,6042,Hyundai,Sonata,2023,FG513,Silver,True
1797,6044,Hyundai,Tucson,2020,HY640,Black,True
1798,6045,Hyundai,Tucson,2025,LC982,Blue,False
1799,6047,Hyundai,Elantra,2020,OJ881,White,True
1800,6050,Tesla,Model 3,2023,ML441,Black,True
1801,6052,Hyundai,Sonata,2025,NJ634,Red,True
1802,6055,Toyota,Corolla,2024,EZ966,White,True
1803,6057,Honda,Accord,2022,MB522,Black,True
1804,6059,Nissan,Rogue,2024,DR731,White,True
1805,6060,Honda,Civic,2016,MH549,Black,True
1806,6063,Nissan,Sentra,2024,PY845,Silver,True
1807,6066,Nissan,Altima,2020,EM295,Black,True
1808,6067,Tesla,Model Y,2022,GC459,Black,True
1809,6070,Honda,Civic,2026,SS676,White,True
1810,6071,Honda,CR-V,2015,ZY746,Black,True
1811,6072,Hyundai,Sonata,2016,LX909,Red,False
1812,6073,Honda,CR-V,2025,UM677,Silver,True
1813,6075,Toyota,Camry,2022,TU537,Silver,True
1814,6078,Toyota,RAV4,2026,KL681,White,True
1815,6079,Nissan,Rogue,2024,SY636,Silver,True
1816,6082,Toyota,RAV4,2018,FU179,Black,True
1817,6087,Nissan,Altima,2024,FP128,Blue,True
1818,6096,Ford,Fusion,2022,VO953,Red,True
1819,6106,Hyundai,Sonata,2026,MI918,White,True
1820,6107,Nissan,Sentra,2024,ZC526,White,True
1821,6109,Tesla,Model 3,2019,JT602,Blue,False
1822,6110,Toyota,Corolla,2021,BA116,Grey,True
1823,6117,Nissan,Altima,2019,GZ581,Black,True
1824,6119,Nissan,Altima,2016,RK156,Red,True
1825,6123,Ford,Focus,2026,AF791,Blue,True
1826,6126,Toyota,Corolla,2016,XZ486,Black,True
1827,6127,Ford,Escape,2022,KK930,Black,True
1828,6133,Toyota,Corolla,2015,CX202,White,True
1829,6136,Honda,CR-V,2017,XG219,Grey,True
1830,6142,Honda,CR-V,2020,ZI142,Black,True
1831,6143,Toyota,Corolla,2016,YJ952,Red,False
1832,6150,Nissan,Altima,2018,VI679,Silver,True
1833,6163,Toyota,Corolla,2021,RM901,Blue,True
1834,6164,Tesla,Model Y,2016,PE963,Black,True
1835,6172,Toyota,Prius,2019,FR728,Black,True
1836,6173,Hyundai,Elantra,2017,RH956,Red,True
1837,6175,Honda,Accord,2024,SA214,Blue,True
1838,6180,Honda,CR-V,2023,JP437,Grey,True
1839,6181,Hyundai,Sonata,2016,YH249,Black,True
1840,6183,Hyundai,Elantra,2017,HC988,Silver,True
1841,6185,Ford,Focus,2020,IL499,Silver,True
1842,6190,Honda,CR-V,2026,IM382,White,False
1843,6193,Toyota,Camry,2019,XX433,Grey,True
1844,6195,Ford,Focus,2020,WC577,Red,True
1845,6202,Ford,Escape,2019,LV274,White,False
1846,6204,Nissan,Sentra,2018,PJ528,White,False
1847,6205,Honda,Civic,2025,SG218,Blue,True
1848,6210,Ford,Focus,2022,EL553,Black,True
1849,6212,Honda,Civic,2017,CD102,Black,True
1850,6217,Nissan,Sentra,2025,IW730,White,True
1851,6223,Toyota,RAV4,2021,ZS560,Grey,True
1852,6225,Hyundai,Sonata,2023,OQ414,White,True
1853,6227,Nissan,Altima,2015,QO667,Blue,False
1854,6228,Tesla,Model 3,2019,SK144,Red,True
1855,6230,Toyota,RAV4,2021,GC527,Blue,True
1856,6233,Hyundai,Elantra,2021,EW681,Black,True
1857,6237,Nissan,Rogue,2021,AJ969,Grey,True
1858,6240,Tesla,Model 3,2015,AS752,Silver,True
1859,6241,Hyundai,Elantra,2019,KJ524,Red,True
1860,6242,Ford,Fusion,2023,HO753,Silver,True
1861,6243,Hyundai,Sonata,2022,PU579,Grey,False
1862,6247,Honda,CR-V,2025,NN934,Blue,True
1863,6249,Honda,Accord,2022,DQ271,Red,True
1864,6252,Honda,CR-V,2017,GB962,Red,False
1865,6253,Hyundai,Elantra,2017,WQ249,Blue,True
1866,6254,Hyundai,Sonata,2026,ZL363,Red,True
1867,6257,Honda,Accord,2019,QB981,Red,True
1868,6258,Ford,Fusion,2019,BD805,Silver,True
1869,6262,Nissan,Sentra,2026,XW293,Black,True
1870,6268,Honda,CR-V,2019,RP202,White,True
1871,6271,Ford,Focus,2020,HC400,White,True
1872,6273,Tesla,Model 3,2017,JG320,White,True
1873,6274,Ford,Focus,2018,SC350,Silver,True
1874,6275,Tesla,Model 3,2023,KC235,Red,False
1875,6276,Hyundai,Sonata,2022,CI888,Grey,True
1876,6285,Tesla,Model 3,2015,HN780,White,True
1877,6292,Tesla,Model 3,2018,PR215,White,True
1878,6298,Hyundai,Tucson,2016,NF506,Red,True
1879,6300,Ford,Focus,2022,UD567,Black,True
1880,6303,Ford,Escape,2016,ZA217,Silver,True
1881,6305,Tesla,Model 3,2021,PZ751,White,True
1882,6307,Ford,Escape,2019,RC724,White,True
1883,6312,Toyota,Prius,2022,RO658,Grey,False
1884,6315,Ford,Escape,2016,DB690,Blue,True
1885,6318,Tesla,Model Y,2020,TV752,Black,True
1886,6325,Hyundai,Tucson,2017,MU720,Black,True
1887,6326,Ford,Escape,2025,QK139,Red,True
1888,6327,Toyota,Corolla,2025,NJ131,Red,True
1889,6329,Ford,Escape,2015,EK115,White,True
1890,6333,Honda,Civic,2015,YO868,Grey,True
1891,6334,Hyundai,Tucson,2017,BN396,Blue,True
1892,6335,Nissan,Sentra,2015,UR666,Grey,True
1893,6337,Hyundai,Elantra,2021,UA268,Blue,True
1894,6339,Honda,CR-V,2016,EN756,Black,True
1895,6341,Toyota,Corolla,2020,SV569,White,True
1896,6346,Tesla,Model Y,2019,GH180,Black,True
1897,6348,Honda,Accord,2019,ZX838,White,True
1898,6349,Toyota,RAV4,2019,CL786,Grey,True
1899,6354,Toyota,Prius,2023,IF303,Grey,True
1900,6358,Nissan,Rogue,2026,WX993,Black,True
1901,6359,Ford,Focus,2017,GA841,Grey,True
1902,6368,Tesla,Model Y,2015,MB418,Silver,True
1903,6372,Nissan,Altima,2018,BF365,Red,True
1904,6382,Ford,Fusion,2020,GB998,White,True
1905,6383,Tesla,Model Y,2017,FQ920,Grey,True
1906,6390,Tesla,Model Y,2023,NK677,Red,True
1907,6397,Honda,Accord,2020,UW448,Grey,True
1908,6398,Nissan,Rogue,2017,KW386,Black,True
1909,6406,Toyota,Prius,2024,AV751,Red,True
1910,6412,Toyota,RAV4,2023,KE556,Silver,True
1911,6414,Ford,Escape,2026,FJ679,Grey,True
1912,6419,Ford,Fusion,2024,XD820,Red,True
1913,6422,Honda,CR-V,2024,DJ541,White,True
1914,6426,Honda,Civic,2020,ZE680,White,False
1915,6427,Nissan,Sentra,2026,AM133,Grey,True
1916,6438,Honda,CR-V,2026,NP454,Silver,False
1917,6451,Tesla,Model Y,2025,BD981,White,True
1918,6455,Ford,Fusion,2018,KC809,Blue,True
1919,6456,Hyundai,Tucson,2018,IK864,Black,True
1920,6465,Ford,Escape,2020,XS418,Red,True
1921,6476,Hyundai,Elantra,2018,SE225,Black,True
1922,6478,Toyota,Corolla,2020,AD555,Black,True
1923,6483,Nissan,Sentra,2023,MN473,White,True
1924,6485,Ford,Focus,2017,HG747,Black,True
1925,6496,Ford,Fusion,2019,XQ693,Silver,True
1926,6499,Hyundai,Tucson,2016,EE587,Blue,False
1927,6506,Honda,Accord,2024,EE800,White,True
1928,6512,Nissan,Rogue,2025,IB625,Red,True
1929,6513,Toyota,Prius,2019,BK902,Red,True
1930,6516,Honda,Accord,2017,HS543,Grey,False
1931,6522,Honda,CR-V,2019,EF534,White,True
1932,6524,Honda,Civic,2016,VF540,White,True
1933,6525,Tesla,Model 3,2021,BL662,Grey,True
1934,6528,Nissan,Rogue,2023,ME587,Silver,True
1935,6529,Nissan,Altima,2020,UA592,Black,True
1936,6533,Hyundai,Tucson,2017,DV550,Black,True
1937,6538,Hyundai,Tucson,2015,XT462,Blue,True
1938,6544,Tesla,Model 3,2025,YB800,White,False
1939,6548,Tesla,Model Y,2026,CD975,Blue,True
1940,6549,Tesla,Model Y,2016,YG398,Blue,True
1941,6554,Tesla,Model 3,2016,IR310,Black,True
1942,6561,Hyundai,Tucson,2023,JG824,Silver,True
1943,6562,Toyota,Camry,2026,HS496,White,True
1944,6566,Toyota,RAV4,2026,DG833,Grey,True
1945,6567,Nissan,Sentra,2021,HU868,White,True
1946,6570,Nissan,Altima,2016,FL857,Red,True
1947,6571,Honda,Civic,2025,FQ708,Black,True
1948,6573,Ford,Fusion,2018,MD195,Grey,True
1949,6577,Hyundai,Tucson,2018,ZG931,Red,True
1950,6581,Hyundai,Elantra,2025,FH763,Silver,True
1951,6584,Nissan,Altima,2019,XT377,White,True
1952,6587,Hyundai,Tucson,2020,IK399,Grey,True
1953,6592,Hyundai,Tucson,2022,NV600,Silver,True
1954,6593,Ford,Fusion,2026,JK941,Silver,True
1955,6595,Tesla,Model 3,2021,EG199,White,True
1956,6597,Honda,Accord,2018,JF327,Grey,True
1957,6601,Toyota,Prius,2026,QM567,Silver,True
1958,6605,Tesla,Model Y,2015,JY513,Blue,False
1959,6611,Honda,Accord,2022,ZJ123,Grey,False
1960,6616,Hyundai,Sonata,2021,TO145,Red,True
1961,6623,Ford,Escape,2020,NZ627,Grey,True
1962,6625,Toyota,Corolla,2023,AF530,Red,True
1963,6626,Ford,Focus,2017,IS314,Blue,True
1964,6627,Ford,Fusion,2016,QN377,Grey,True
1965,6632,Toyota,Camry,2019,NG788,Black,True
1966,6637,Ford,Escape,2021,IF682,Red,True
1967,6654,Honda,Accord,2021,XB697,Black,True
1968,6656,Toyota,Camry,2023,XZ107,Blue,True
1969,6659,Nissan,Sentra,2023,SL643,Black,True
1970,6662,Nissan,Rogue,2025,HN695,Grey,True
1971,6665,Toyota,Corolla,2024,YO618,Red,True
1972,6670,Tesla,Model 3,2023,UV725,Blue,True
1973,6679,Honda,Civic,2020,PU523,Black,True
1974,6681,Tesla,Model 3,2026,HI576,Silver,True
1975,6683,Nissan,Sentra,2023,VS205,Black,False
1976,6685,Hyundai,Tucson,2025,RU550,Silver,True
1977,6687,Honda,Accord,2019,UL234,Red,True
1978,6689,Ford,Escape,2023,FT802,Red,True
1979,6690,Tesla,Model 3,2021,PH915,Blue,True
1980,6691,Nissan,Sentra,2022,LM599,White,True
1981,6692,Toyota,RAV4,2024,YC396,White,True
1982,6694,Ford,Escape,2026,KW830,Blue,True
1983,6698,Hyundai,Elantra,2020,FM902,Silver,True
1984,6702,Hyundai,Sonata,2020,ML775,Black,True
1985,6705,Tesla,Model 3,2021,KS428,Blue,True
1986,6709,Ford,Escape,2018,CI492,Red,True
1987,6718,Honda,Accord,2020,PY197,Silver,True
1988,6724,Honda,Accord,2023,MF276,Black,True
1989,6725,Honda,Accord,2018,LZ224,Silver,True
1990,6731,Honda,Accord,2015,HU511,Grey,True
1991,6732,Tesla,Model Y,2025,QB965,Red,True
1992,6736,Hyundai,Sonata,2026,TN761,Silver,True
1993,6745,Ford,Fusion,2019,NJ825,Red,True
1994,6746,Tesla,Model Y,2024,DI322,Red,True
1995,6747,Toyota,Camry,2020,PZ437,Red,True
1996,6752,Hyundai,Sonata,2015,LH386,Silver,True
1997,6756,Toyota,Prius,2018,HM167,Silver,True
1998,6761,Hyundai,Sonata,2023,SW155,Grey,True
1999,6764,Ford,Focus,2024,LF528,Red,False
2000,6771,Nissan,Rogue,2023,JO324,Blue,True
2001,6775,Ford,Fusion,2016,YI603,White,True
2002,6780,Honda,Accord,2018,YM862,Grey,True
2003,6783,Nissan,Rogue,2019,NX354,Black,True
2004,6784,Ford,Fusion,2017,KV946,Red,True
2005,6786,Tesla,Model Y,2021,HK531,Silver,True
2006,6790,Honda,CR-V,2015,GR891,Blue,True
2007,6791,Nissan,Sentra,2018,SW987,Red,True
2008,6795,Hyundai,Sonata,2025,WW975,Blue,True
2009,6798,Ford,Escape,2026,NE134,Grey,True
2010,6799,Honda,CR-V,2016,YU580,Grey,True
2011,6808,Toyota,Camry,2015,YS821,Black,True
2012,6810,Ford,Escape,2026,RK737,White,True
2013,6813,Tesla,Model 3,2026,XH588,Grey,True
2014,6816,Hyundai,Elantra,2026,EJ803,White,True
2015,6819,Toyota,Camry,2025,GW181,Black,True
2016,6826,Hyundai,Sonata,2026,YM546,Silver,True
2017,6827,Tesla,Model Y,2023,PS586,Red,True
2018,6838,Nissan,Rogue,2023,EJ578,Red,True
2019,6839,Ford,Fusion,2023,DK974,Grey,True
2020,6844,Hyundai,Tucson,2020,PC850,Blue,True
2021,6851,Hyundai,Elantra,2019,FU201,Red,True
2022,6860,Tesla,Model Y,2016,OU526,Grey,True
2023,6862,Toyota,RAV4,2026,WN703,White,True
2024,6866,Nissan,Rogue,2020,GX684,Black,True
2025,6867,Nissan,Rogue,2026,UR899,White,False
2026,6869,Hyundai,Tucson,2021,HK629,Blue,True
2027,6871,Hyundai,Tucson,2024,IG776,Red,True
2028,6874,Honda,Civic,2018,VJ121,White,False
2029,6879,Ford,Escape,2018,NR756,Black,True
2030,6880,Honda,Accord,2016,KQ196,Silver,True
2031,6883,Toyota,RAV4,2020,XN516,Black,False
2032,6884,Honda,Civic,2017,HV445,Red,True
2033,6889,Ford,Fusion,2015,SA547,White,True
2034,6891,Nissan,Rogue,2026,NZ527,Black,False
2035,6895,Tesla,Model Y,2025,DM905,Grey,True
2036,6898,Nissan,Rogue,2015,XR589,Silver,True
2037,6903,Honda,CR-V,2023,EJ534,Blue,True
2038,6905,Honda,CR-V,2024,SP869,Blue,True
2039,6907,Hyundai,Elantra,2025,SU216,White,True
2040,6913,Nissan,Altima,2016,HT513,Silver,True
2041,6917,Toyota,Prius,2018,TY858,Grey,False
